match_id,player_id,Ball Receipt*,Ball Recovery,Carry,Dispossessed,Dribble,Duel,Foul Won,Pass,Pressure,Shot,Block,Dribbled Past,Foul Committed,Interception,Miscontrol,Clearance,Error,Goal Keeper,Shield,Injury Stoppage,Offside,minutes_played,duels_lost,passes_last_15_minute,position_name_Center Attacking Midfield,position_name_Center Back,position_name_Center Defensive Midfield,position_name_Center Forward,position_name_Center Midfield,position_name_Goalkeeper,position_name_Left Attacking Midfield,position_name_Left Back,position_name_Left Center Back,position_name_Left Center Forward,position_name_Left Center Midfield,position_name_Left Defensive Midfield,position_name_Left Midfield,position_name_Left Wing,position_name_Left Wing Back,position_name_Right Attacking Midfield,position_name_Right Back,position_name_Right Center Back,position_name_Right Center Forward,position_name_Right Center Midfield,position_name_Right Defensive Midfield,position_name_Right Midfield,position_name_Right Wing,position_name_Right Wing Back,position_name_Secondary Striker,position_name_nan,total_running_distance,stamina_start,stamina_end,substituted,true,pred,prob
15946,5211,109,8,94,1,1,1,1,128,6,3,0,1,0,1,1,0,0,0,0,0,0,46.3965,0,41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,221.9,74.49574468085106,76.27978723404256,False,False,1,0.8281712061196106
15946,5246,50,4,29,3,2,1,0,39,2,4,2,0,1,0,3,1,0,0,0,0,0,46.64535,0,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.0,89.46551724137932,90.27241379310344,False,False,1,0.5655109500783075
15946,5470,130,5,112,0,0,5,2,138,7,2,1,0,2,2,1,1,0,0,0,0,0,46.46556666666667,0,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,268.5,66.61875,68.08035714285714,False,False,1,0.5802156300232892
15946,5477,75,4,59,6,2,1,0,67,9,3,1,0,0,0,0,0,0,0,0,0,0,44.66801666666667,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,310.6000000000001,88.41016949152542,91.44067796610167,True,False,1,0.5269005046417605
15946,5492,52,7,49,0,0,0,2,65,4,0,1,0,0,0,0,0,0,0,0,0,0,44.7785,0,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,178.40000000000003,43.70612244897959,46.87346938775511,False,False,1,0.5727393632617375
15946,6613,28,4,11,1,0,3,0,19,15,1,0,0,2,0,1,0,0,0,0,0,0,41.17775,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.4,53.690909090909095,55.47272727272727,True,True,0,0.4144453232648696
15946,6617,23,7,25,2,0,4,0,34,8,0,4,1,0,1,0,1,0,0,0,0,0,44.56585,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,140.10000000000002,49.61600000000001,52.988,False,True,0,0.03867023280449667
15946,6629,4,5,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,27,0,0,0,45.674416666666666,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.1,6.699999999999999,13.883333333333333,False,False,1,0.6472404014319675
15946,6935,7,1,5,0,0,0,1,7,4,1,0,0,2,0,1,0,0,0,0,0,0,19.779166666666665,0,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,30.500000000000004,59.94,65.12,False,False,1,0.741446212093106
15946,20055,14,3,17,0,1,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,40.956183333333335,0,15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,8.105882352941178,11.43529411764706,False,True,0,0.46700702903350033
15956,3109,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.16065,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.600000000000009,95.8,108.4,False,False,1,0.8193408550838609
15956,5211,54,5,52,1,2,2,2,68,8,0,0,1,1,0,1,1,0,0,0,0,0,44.756366666666665,0,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196.2,66.33653846153847,68.42115384615384,False,False,1,0.9292889440767992
15956,6616,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.71145,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.599999999999994,100.7,109.3,False,False,1,0.8093783762551725
15956,11302,14,5,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,13,0,0,0,43.19693333333333,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.699999999999998,10.66,11.79,False,True,0,0.25210674609889616
15956,11304,19,5,19,0,0,4,1,26,3,1,3,1,1,3,1,3,0,0,0,0,0,41.66211666666666,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,77.7,42.42631578947368,42.10526315789474,False,False,1,0.8410819653768564
15973,3501,91,4,82,0,5,1,2,90,7,5,1,0,1,1,2,0,0,0,0,0,0,44.31743333333333,0,34,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,326.1,74.98536585365854,78.31585365853658,False,False,1,0.6568972840102035
15973,5492,35,3,33,0,0,0,0,39,5,0,2,0,0,2,0,4,0,0,0,0,0,45.09555,0,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,138.19999999999996,47.90909090909091,50.15151515151515,True,False,1,0.5948460870966974
15973,6734,32,3,32,3,0,1,1,34,4,1,1,1,1,1,0,5,0,0,0,0,0,44.229416666666665,0,9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,119.09999999999997,53.053125,54.30625,False,False,1,0.5249667538739504
15973,6857,3,2,5,0,0,2,0,5,5,0,2,0,0,1,0,0,0,0,0,0,0,22.373316666666664,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20.799999999999983,37.18,41.260000000000005,False,False,1,0.8144024965622731
15973,11392,13,1,14,0,0,1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,12.020933333333334,0,14,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47.9,53.371428571428574,56.47857142857142,False,False,1,0.5789449724709866
15973,11669,41,5,36,1,1,3,0,43,21,1,5,2,3,0,1,1,0,0,0,0,0,46.59155,0,10,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.09999999999998,53.59444444444444,54.10833333333333,False,False,1,0.9338148474276112
15973,11672,15,0,11,3,1,4,0,13,17,1,0,0,0,2,0,0,0,0,0,0,0,45.00171666666667,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,47.99999999999999,69.86363636363636,72.22727272727273,True,False,1,0.8447307645566706
15973,11674,27,3,26,1,1,3,0,37,12,0,1,0,5,0,1,1,0,0,0,0,0,46.40955,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38.19999999999999,50.107692307692304,50.638461538461534,False,True,0,0.48832670900084196
15973,11677,18,3,19,1,0,4,1,26,9,0,0,2,0,1,1,4,0,0,0,0,0,43.37875,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,56.29999999999998,55.163157894736834,56.83157894736842,False,False,1,0.7645410237219784
