match_id,player_id,Ball Receipt*,Ball Recovery,Carry,Dispossessed,Dribble,Duel,Foul Won,Pass,Pressure,Shot,Block,Dribbled Past,Foul Committed,Interception,Miscontrol,Clearance,Error,Goal Keeper,Shield,Injury Stoppage,Offside,minutes_played,duels_lost,passes_last_15_minute,position_name_Center Attacking Midfield,position_name_Center Back,position_name_Center Defensive Midfield,position_name_Center Forward,position_name_Center Midfield,position_name_Goalkeeper,position_name_Left Attacking Midfield,position_name_Left Back,position_name_Left Center Back,position_name_Left Center Forward,position_name_Left Center Midfield,position_name_Left Defensive Midfield,position_name_Left Midfield,position_name_Left Wing,position_name_Left Wing Back,position_name_Right Attacking Midfield,position_name_Right Back,position_name_Right Center Back,position_name_Right Center Forward,position_name_Right Center Midfield,position_name_Right Defensive Midfield,position_name_Right Midfield,position_name_Right Wing,position_name_Right Wing Back,position_name_Secondary Striker,position_name_nan,total_running_distance,stamina_start,stamina_end,substituted,true,pred,prob
15946,5203,76,2,66,1,0,3,4,83,10,0,2,1,1,1,0,0,0,0,0,0,0,44.8542,0,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,142.09999999999997,67.16969696969697,68.18030303030302,True,False,1,0.9989761002355381
15946,6374,28,1,30,1,4,2,1,32,2,0,1,0,0,1,1,0,0,0,0,0,0,44.36251666666667,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,95.80000000000004,76.75,77.89666666666668,True,True,0,0.03862838054248565
15946,6632,13,5,15,1,0,5,1,21,27,0,3,2,3,2,0,5,0,0,0,0,0,44.6625,0,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.099999999999994,58.620000000000005,59.84,False,True,0,4.4408832469266825e-05
15946,6855,11,0,11,0,0,1,0,16,13,0,3,1,0,0,0,7,0,0,0,0,0,46.643233333333335,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.100000000000016,29.027272727272724,30.25454545454545,False,True,0,0.09972504316604865
15946,8206,7,0,6,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8306,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.1999999999999886,63.43333333333334,63.86666666666667,False,True,0,0.12075454477510157
15946,11392,17,0,15,0,0,0,0,18,2,0,0,0,1,0,0,0,0,0,0,0,0,14.501466666666666,0,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.399999999999995,57.49333333333333,58.25333333333333,False,True,0,0.04657665556153545
15946,20055,14,3,17,0,1,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,40.956183333333335,0,15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,8.105882352941178,11.43529411764706,False,True,0,0.000709161343521989
15956,3109,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.16065,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.600000000000009,95.8,108.4,False,False,1,0.7965176479610394
15956,5211,54,5,52,1,2,2,2,68,8,0,0,1,1,0,1,1,0,0,0,0,0,44.756366666666665,0,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196.2,66.33653846153847,68.42115384615384,False,False,1,0.7090003960552999
15956,6616,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.71145,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.599999999999994,100.7,109.3,False,False,1,0.5379998630316402
15956,7699,4,1,3,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,6.065066666666667,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.8000000000000114,109.0,108.2,False,False,1,0.9362767831462101
15956,11293,23,6,26,0,0,1,0,41,6,0,2,0,0,2,0,5,0,0,0,0,0,49.17328333333333,0,12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.6,43.93461538461538,45.99615384615385,False,True,0,0.41529934044316785
15973,5203,41,3,31,0,0,5,1,55,11,0,1,1,0,1,1,0,0,0,0,0,0,45.12696666666667,0,13,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48.799999999999976,61.480645161290326,62.15161290322581,True,True,0,0.4487808470375653
