match_id,player_id,Ball Receipt*,Ball Recovery,Carry,Dispossessed,Dribble,Duel,Foul Won,Pass,Pressure,Shot,Block,Dribbled Past,Foul Committed,Interception,Miscontrol,Clearance,Error,Goal Keeper,Shield,Injury Stoppage,Offside,minutes_played,duels_lost,passes_last_15_minute,position_name_Center Attacking Midfield,position_name_Center Back,position_name_Center Defensive Midfield,position_name_Center Forward,position_name_Center Midfield,position_name_Goalkeeper,position_name_Left Attacking Midfield,position_name_Left Back,position_name_Left Center Back,position_name_Left Center Forward,position_name_Left Center Midfield,position_name_Left Defensive Midfield,position_name_Left Midfield,position_name_Left Wing,position_name_Left Wing Back,position_name_Right Attacking Midfield,position_name_Right Back,position_name_Right Center Back,position_name_Right Center Forward,position_name_Right Center Midfield,position_name_Right Defensive Midfield,position_name_Right Midfield,position_name_Right Wing,position_name_Right Wing Back,position_name_Secondary Striker,position_name_nan,total_running_distance,stamina_start,stamina_end,substituted,true,pred,prob
15946,5203,76,2,66,1,0,3,4,83,10,0,2,1,1,1,0,0,0,0,0,0,0,44.8542,0,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,142.09999999999997,67.16969696969697,68.18030303030302,True,False,1,0.7562853836849276
15946,6374,28,1,30,1,4,2,1,32,2,0,1,0,0,1,1,0,0,0,0,0,0,44.36251666666667,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,95.80000000000004,76.75,77.89666666666668,True,True,0,0.14154925238066526
15946,6632,13,5,15,1,0,5,1,21,27,0,3,2,3,2,0,5,0,0,0,0,0,44.6625,0,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.099999999999994,58.620000000000005,59.84,False,True,0,0.09522248949811883
15946,6855,11,0,11,0,0,1,0,16,13,0,3,1,0,0,0,7,0,0,0,0,0,46.643233333333335,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.100000000000016,29.027272727272724,30.25454545454545,False,True,0,0.1469933462412166
15946,8206,7,0,6,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8306,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.1999999999999886,63.43333333333334,63.86666666666667,False,True,0,0.3483832680900488
15946,11392,17,0,15,0,0,0,0,18,2,0,0,0,1,0,0,0,0,0,0,0,0,14.501466666666666,0,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.399999999999995,57.49333333333333,58.25333333333333,False,True,0,0.25456805601371785
15946,20055,14,3,17,0,1,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,40.956183333333335,0,15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,8.105882352941178,11.43529411764706,False,True,0,0.10239816886314268
15956,6616,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.71145,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.599999999999994,100.7,109.3,False,False,1,0.5095562137315811
15973,5213,53,5,49,0,1,1,0,61,1,3,1,0,0,1,0,2,0,0,0,0,0,45.34515,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,241.9,44.24081632653061,47.67551020408163,False,True,0,0.27970211352777036
15973,5246,41,2,22,0,2,1,3,29,8,4,1,0,0,1,0,2,0,0,0,0,0,47.0831,0,11,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,113.99999999999996,92.41818181818182,94.56363636363636,False,True,0,0.4211092774364106
