match_id,player_id,Ball Receipt*,Ball Recovery,Carry,Dispossessed,Dribble,Duel,Foul Won,Pass,Pressure,Shot,Block,Dribbled Past,Foul Committed,Interception,Miscontrol,Clearance,Error,Goal Keeper,Shield,Injury Stoppage,Offside,minutes_played,duels_lost,passes_last_15_minute,position_name_Center Attacking Midfield,position_name_Center Back,position_name_Center Defensive Midfield,position_name_Center Forward,position_name_Center Midfield,position_name_Goalkeeper,position_name_Left Attacking Midfield,position_name_Left Back,position_name_Left Center Back,position_name_Left Center Forward,position_name_Left Center Midfield,position_name_Left Defensive Midfield,position_name_Left Midfield,position_name_Left Wing,position_name_Left Wing Back,position_name_Right Attacking Midfield,position_name_Right Back,position_name_Right Center Back,position_name_Right Center Forward,position_name_Right Center Midfield,position_name_Right Defensive Midfield,position_name_Right Midfield,position_name_Right Wing,position_name_Right Wing Back,position_name_Secondary Striker,position_name_nan,total_running_distance,stamina_start,stamina_end,substituted,true,pred,prob
15946,5211,109,8,94,1,1,1,1,128,6,3,0,1,0,1,1,0,0,0,0,0,0,46.3965,0,41,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,221.9,74.49574468085106,76.27978723404256,False,False,1,0.6082073549848842
15946,6374,28,1,30,1,4,2,1,32,2,0,1,0,0,1,1,0,0,0,0,0,0,44.36251666666667,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,95.80000000000004,76.75,77.89666666666668,True,True,0,0.4759207933174487
15946,6613,28,4,11,1,0,3,0,19,15,1,0,0,2,0,1,0,0,0,0,0,0,41.17775,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.4,53.690909090909095,55.47272727272727,True,True,0,0.4106620535145208
15946,6617,23,7,25,2,0,4,0,34,8,0,4,1,0,1,0,1,0,0,0,0,0,44.56585,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,140.10000000000002,49.61600000000001,52.988,False,True,0,0.041106585741070824
15946,6632,13,5,15,1,0,5,1,21,27,0,3,2,3,2,0,5,0,0,0,0,0,44.6625,0,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.099999999999994,58.620000000000005,59.84,False,True,0,0.1938380818649468
15946,6855,11,0,11,0,0,1,0,16,13,0,3,1,0,0,0,7,0,0,0,0,0,46.643233333333335,0,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.100000000000016,29.027272727272724,30.25454545454545,False,True,0,0.443880355975758
15946,11392,17,0,15,0,0,0,0,18,2,0,0,0,1,0,0,0,0,0,0,0,0,14.501466666666666,0,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.399999999999995,57.49333333333333,58.25333333333333,False,True,0,0.45819931099629185
15946,20055,14,3,17,0,1,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,40.956183333333335,0,15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,57.0,8.105882352941178,11.43529411764706,False,True,0,0.12193028282693744
15956,3109,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.16065,0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,12.600000000000009,95.8,108.4,False,False,1,0.7798189528393712
15956,5211,54,5,52,1,2,2,2,68,8,0,0,1,1,0,1,1,0,0,0,0,0,44.756366666666665,0,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196.2,66.33653846153847,68.42115384615384,False,False,1,0.6838149830790302
15956,11302,14,5,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,13,0,0,0,43.19693333333333,0,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.699999999999998,10.66,11.79,False,True,0,0.09180879522009615
15973,11672,15,0,11,3,1,4,0,13,17,1,0,0,0,2,0,0,0,0,0,0,0,45.00171666666667,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,47.99999999999999,69.86363636363636,72.22727272727273,True,False,1,0.9272314268910765
15973,11674,27,3,26,1,1,3,0,37,12,0,1,0,5,0,1,1,0,0,0,0,0,46.40955,0,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,38.19999999999999,50.107692307692304,50.638461538461534,False,True,0,0.4395325791246718
15973,11677,18,3,19,1,0,4,1,26,9,0,0,2,0,1,1,4,0,0,0,0,0,43.37875,0,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,56.29999999999998,55.163157894736834,56.83157894736842,False,False,1,0.8937752749616836
15978,5477,47,6,44,1,6,3,2,44,9,2,2,0,1,1,3,0,0,0,0,0,0,43.58708333333333,0,18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,206.30000000000004,79.53863636363636,82.4090909090909,True,False,1,0.7160692765284277
15978,6374,46,1,47,0,1,2,0,51,3,0,1,0,0,0,0,0,0,0,0,0,0,43.60993333333333,0,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,275.8,62.46595744680851,66.74255319148936,True,True,0,0.11843453800235876
15978,6671,20,1,21,1,0,5,0,25,26,0,2,5,6,3,1,1,0,0,0,0,0,44.96918333333333,0,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.1,45.63809523809524,46.54761904761905,True,False,1,0.9591191243019809
15978,20055,21,5,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,47.074666666666666,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25.0,11.577272727272728,12.586363636363636,False,False,1,0.7794140378970035
15986,5211,51,2,43,0,0,4,0,64,12,0,1,1,1,1,1,3,0,0,0,0,0,46.369816666666665,0,28,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,158.89999999999995,60.65581395348837,63.760465116279065,False,False,1,0.7435396295299789
15986,6374,87,7,86,1,2,1,3,95,16,0,2,0,1,1,0,0,0,0,0,0,0,46.54598333333333,0,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,215.3,74.13488372093023,75.28255813953488,False,False,1,0.8266652012701021
15986,6560,36,2,30,0,1,0,1,44,29,1,1,0,2,3,1,1,0,0,0,0,0,46.04898333333333,0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,87.3,55.940000000000005,57.31,False,True,0,0.01100406887336446
15986,6565,38,1,28,0,1,2,1,42,26,0,4,3,1,1,1,3,0,0,0,0,0,48.05003333333333,0,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,78.70000000000002,56.94285714285714,59.660714285714285,False,False,1,0.5
15986,6573,20,1,19,0,0,2,0,28,12,1,5,1,3,2,0,4,0,0,0,0,0,47.30041666666667,0,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.5,36.55789473684211,37.33157894736842,False,False,1,0.9016871734260633
15986,6785,7,5,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,23,0,0,0,45.32481666666667,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19.500000000000004,9.425,11.1875,False,False,1,0.7623385324551605
15986,6826,13,0,12,0,0,1,0,18,4,0,1,0,2,1,0,0,0,0,0,0,0,29.284116666666662,0,11,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.4,39.74166666666667,41.60833333333333,False,False,1,0.7218137846738589
15986,20055,13,4,15,0,0,0,0,23,0,0,0,1,0,0,0,0,0,8,1,0,0,40.82305,0,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,30.4,9.526666666666667,11.446666666666664,False,False,1,0.6985517415490192
